TIMESTAMP;TEMP1;TEMP2;TEMP3;TANK_PRESS;TANK_D_PRESS;CPU_USAGE;MEM_USAGE;DISK_UTILIZATION;TENSO
19172;0;0;0;5490.00;82.00;100.00;8.02;64.82;1.47
19178;0;0;0;5490.00;105.00;100.00;8.02;64.82;1.47
19183;0;0;0;5490.00;105.00;100.00;8.02;64.82;1.47
19188;0;0;0;5490.00;61.00;100.00;8.02;64.82;1.47
19194;0;0;0;5490.00;61.00;100.00;8.02;64.82;1.45
19200;0;0;0;5490.00;92.00;100.00;8.02;64.82;1.45
19205;0;0;0;5490.00;92.00;100.00;8.02;64.82;1.46
19211;0;0;0;5490.00;78.00;100.00;8.02;64.82;1.46
19218;0;0;0;5490.00;78.00;100.00;8.02;64.82;1.45
19223;0;0;0;5490.00;82.00;100.00;8.02;64.82;1.45
19229;0;0;0;5490.00;82.00;100.00;8.02;64.82;1.45
19234;0;0;0;5490.00;108.00;100.00;8.02;64.82;1.47
19240;0;0;0;5490.00;108.00;100.00;8.02;64.82;1.47
19245;0;0;0;5490.00;98.00;100.00;8.02;64.82;1.46
19251;0;0;0;5513.00;105.00;100.00;8.02;64.82;1.46
19256;0;0;0;5513.00;105.00;100.00;8.02;64.82;1.47
19262;0;0;0;5513.00;88.00;100.00;8.02;64.82;1.47
19267;0;0;0;5513.00;88.00;100.00;8.02;64.82;1.46
19273;0;0;0;5513.00;88.00;100.00;8.02;64.82;1.46
19278;0;0;0;5513.00;88.00;100.00;8.02;64.82;1.45
19284;0;0;0;5513.00;65.00;100.00;8.02;64.82;1.45
19289;0;0;0;5513.00;65.00;100.00;8.02;64.82;1.45
19295;0;0;0;5513.00;108.00;100.00;8.02;64.82;1.45
19300;0;0;0;5513.00;108.00;100.00;8.02;64.82;1.47
19305;0;0;0;5513.00;112.00;100.00;8.02;64.82;1.47
19311;0;0;0;5513.00;112.00;100.00;8.02;64.82;1.47
19316;0;0;0;5513.00;68.00;100.00;8.02;64.82;1.47
19322;0;0;0;5513.00;68.00;100.00;8.02;64.82;1.46
19327;0;0;0;5513.00;98.00;100.00;8.02;64.82;1.46
19333;0;0;0;5513.00;98.00;100.00;8.02;64.82;1.46
19338;0;0;0;5513.00;105.00;100.00;8.02;64.82;1.46
19344;0;0;0;5513.00;105.00;100.00;8.02;64.82;1.47
19351;0;0;0;5503.00;55.00;100.00;8.02;64.82;1.47
19357;0;0;0;5503.00;58.00;100.00;8.02;64.82;1.96
19363;0;0;0;5503.00;58.00;100.00;8.02;64.82;1.53
19369;0;0;0;5503.00;102.00;100.00;8.02;64.82;1.53
19374;0;0;0;5503.00;102.00;100.00;8.02;64.82;1.48
19380;0;0;0;5503.00;108.00;100.00;8.02;64.82;1.48
19385;0;0;0;5503.00;108.00;100.00;8.02;64.82;1.48
19390;0;0;0;5503.00;82.00;100.00;8.02;64.82;1.48
19396;0;0;0;5503.00;82.00;100.00;8.02;64.82;1.46
19401;0;0;0;5503.00;61.00;100.00;8.02;64.82;1.46
19407;0;0;0;5503.00;61.00;100.00;8.02;64.82;1.45
19412;0;0;0;5503.00;95.00;100.00;8.02;64.82;1.45
19418;0;0;0;5503.00;95.00;100.00;8.02;64.82;1.46
19423;0;0;0;5503.00;112.00;100.00;8.02;64.82;1.46
19429;0;0;0;5503.00;112.00;100.00;8.02;64.82;1.47
19434;0;0;0;5503.00;65.00;100.00;8.02;64.82;1.47
19440;0;0;0;5503.00;65.00;100.00;8.02;64.82;1.45
19445;0;0;0;5503.00;95.00;100.00;8.02;64.82;1.45
19451;0;0;0;5503.00;95.00;100.00;8.02;64.82;1.46
19456;0;0;0;5500.00;105.00;100.00;8.02;64.82;1.46
19462;0;0;0;5500.00;105.00;100.00;8.02;64.82;1.47
19471;0;0;0;5500.00;85.00;100.00;8.02;64.82;1.47
19476;0;0;0;5500.00;72.00;100.00;8.02;64.82;1.45
19482;0;0;0;5500.00;72.00;100.00;8.02;64.82;1.45
